,Region,Year,Technology,Amount (2020 USD million)
8021,Africa,2010,Solar energy,0.028013586
8022,Africa,2018,Solar energy,0.78136584
8023,Africa,2018,Solar energy,0.055521491
8024,Africa,2001,Fossil fuels n.e.s.,19.96850568
8025,Africa,2014,Renewable hydropower,3.463441464
8026,Africa,2014,Renewable hydropower,2.443544061
8027,Africa,2020,Solar energy,4.285295913
8028,Africa,2020,Renewable hydropower,1.558289423
8029,Africa,2019,Solar energy,0.002799
8030,Africa,2004,Multiple renewables,0.052743919
8031,Africa,2005,Multiple renewables,0.063761407
8032,Africa,2005,Multiple renewables,0.024975661
8033,Africa,2006,Multiple renewables,0.056087065
8034,Africa,2007,Multiple renewables,0.007446528
8035,Africa,2009,Renewable hydropower,0.785224093
8036,Africa,2012,Renewable hydropower,0.181412313
8037,Africa,2019,Solar energy,8.0
8038,Africa,2019,Solar energy,4.9
8039,Africa,2012,Multiple renewables,0.003961627
8040,Africa,2017,Multiple renewables,0.133753776
8041,Africa,2011,Multiple renewables,0.010480178
8042,Africa,2020,Renewable hydropower,7.791447114
8043,Africa,2015,Oil,1.843769113
8044,Africa,2012,Multiple renewables,0.019962851
8045,Africa,2011,Solar energy,0.078239854
8046,Africa,2013,Multiple renewables,30.98660732
8047,Africa,2015,Multiple renewables,35.83599992
8048,Africa,2019,Nuclear,9.2e-05
8049,Africa,2019,Nuclear,0.05845
8050,Africa,2014,Multiple renewables,0.108324267
8051,Africa,2014,Multiple renewables,0.077495181
8052,Africa,2019,Multiple renewables,0.15
8053,Africa,2016,Solar energy,0.106188578
8054,Africa,2015,Renewable hydropower,157.5204462
8055,Africa,2015,Renewable hydropower,19.42179888
8056,Africa,2016,Renewable hydropower,0.337467301
8057,Africa,2016,Renewable hydropower,0.503333859
8058,Africa,2017,Renewable hydropower,14.10905253
8059,Africa,2017,Renewable hydropower,0.867185289
8060,Africa,2014,Fossil fuels n.e.s.,0.101489006
8061,Africa,2018,Renewable hydropower,5.433576731
8062,Africa,2019,Renewable hydropower,2.821161
8063,Africa,2018,Renewable hydropower,0.660036035
8064,Africa,2019,Renewable hydropower,0.510137
8065,Africa,2015,Fossil fuels n.e.s.,0.100535171
8066,Africa,2016,Fossil fuels n.e.s.,0.06955989
8067,Africa,2013,Fossil fuels n.e.s.,60.23238755
8068,Africa,2016,Multiple renewables,0.281142777
8069,Africa,2018,Multiple renewables,0.073163664
8070,Africa,2015,Multiple renewables,2.836159066
8071,Africa,2019,Multiple renewables,23.50834
8072,Africa,2011,Bioenergy,102.9761244
8073,Africa,2007,Solar energy,0.014681499
8074,Africa,2006,Oil,0.024880679
8075,Africa,2006,Oil,0.026435846
8076,Africa,2007,Fossil fuels n.e.s.,0.105728563
8077,Africa,2008,Multiple renewables,0.16416528
8078,Africa,2010,Fossil fuels n.e.s.,0.011576776
8079,Africa,2013,Multiple renewables,6.021149613
8080,Africa,2016,Multiple renewables,1.379974377
8081,Africa,2013,Multiple renewables,48.16919478
8082,Africa,2015,Multiple renewables,11.37144988
8083,Africa,2016,Multiple renewables,6.272608793
8084,Africa,2018,Renewable hydropower,0.339471258
8085,Africa,2012,Oil,24.89438735
8086,Africa,2013,Fossil fuels n.e.s.,11.24661249
8087,Africa,2010,Fossil fuels n.e.s.,4.897724733
8088,Africa,2012,Fossil fuels n.e.s.,10.39184669
8089,Africa,2016,Renewable hydropower,1.146487787
8090,Africa,2016,Multiple renewables,0.208452325
8091,Africa,2016,Fossil fuels n.e.s.,0.208452325
8092,Africa,2018,Multiple renewables,0.081811534
8093,Africa,2019,Multiple renewables,10.575408
8094,Africa,2017,Multiple renewables,5.55892258
8095,Africa,2015,Solar energy,0.049570817
8096,Africa,2007,Renewable hydropower,0.003641581
8097,Africa,2007,Renewable hydropower,0.64516678
8098,Africa,2015,Renewable hydropower,25.87736374
8099,Africa,2017,Renewable hydropower,25.60625786
8100,Africa,2012,Multiple renewables,0.003296275
8101,Africa,2020,Solar energy,0.0095283
8102,Africa,2010,Nuclear,0.007738132
8103,Africa,2010,Nuclear,19.87001184
8104,Africa,2010,Nuclear,0.035042403
8105,Africa,2015,Nuclear,0.172292817
8106,Africa,2015,Nuclear,0.348733958
8107,Africa,2019,Nuclear,0.007976
8108,Africa,2012,Fossil fuels n.e.s.,0.089811883
8109,Africa,2012,Fossil fuels n.e.s.,0.282447144
8110,Africa,2008,Nuclear,2.956483405
8111,Africa,2008,Nuclear,0.119069965
8112,Africa,2008,Nuclear,2.835639298
8113,Africa,2008,Nuclear,0.001774142
8114,Africa,2007,Nuclear,1.310969186
8115,Africa,2009,Nuclear,8.852012721
8118,Africa,2016,Multiple renewables,0.007400443
8119,Africa,2017,Multiple renewables,0.022033875
8120,Africa,2002,Solar energy,0.009893806
8121,Africa,2004,Multiple renewables,0.019702742
8122,Africa,2017,Solar energy,0.004575792
8123,Africa,2018,Solar energy,0.031898671
8124,Africa,2017,Multiple renewables,0.060630002
8125,Africa,2018,Multiple renewables,0.022663102
8126,Africa,2012,Solar energy,0.019788454
8127,Africa,2012,Multiple renewables,0.014219955
8128,Africa,2016,Other non-renewables,0.011499485
8129,Africa,2013,Solar energy,0.008819463
8130,Africa,2014,Multiple renewables,14.00124564
8131,Africa,2017,Geothermal energy,0.004575792
8132,Africa,2019,Solar energy,0.001679
8133,Africa,2012,Bioenergy,0.003554989
8134,Africa,2018,Wind energy,0.00100589
8135,Africa,2019,Wind energy,0.001006
8136,Africa,2018,Multiple renewables,0.005027485
8137,Africa,2018,Solar energy,0.010054969
8138,Africa,2019,Solar energy,0.030187
8139,Africa,2018,Solar energy,0.060329815
8140,Africa,2018,Renewable hydropower,0.040219876
8141,Africa,2019,Solar energy,0.030187
8142,Africa,2017,Solar energy,0.010126146
8143,Africa,2017,Wind energy,0.001013113
8144,Africa,2005,Renewable hydropower,0.003852567
8145,Africa,2005,Renewable hydropower,0.475149928
8146,Africa,2007,Renewable hydropower,8.559515482
8147,Africa,2002,Solar energy,0.001902195
8148,Africa,2005,Multiple renewables,2.740088092
8149,Africa,2008,Multiple renewables,2.65766231
8150,Africa,2015,Multiple renewables,0.01077841
8151,Africa,2012,Multiple renewables,0.011953159
8152,Africa,2012,Nuclear,0.012728381
8153,Africa,2014,Multiple renewables,0.121672095
8154,Africa,2015,Multiple renewables,4.061413396
8155,Africa,2016,Multiple renewables,0.235772166
8156,Africa,2017,Multiple renewables,9.886317465
8157,Africa,2018,Multiple renewables,4.690355139
8158,Africa,2017,Multiple renewables,16.2833472
8159,Africa,2019,Multiple renewables,1.679167
8160,Africa,2010,Nuclear,2.33616e-05
8161,Africa,2011,Solar energy,0.036415712
8162,Africa,2017,Multiple renewables,0.0104229
8163,Africa,2016,Solar energy,9.420970927
8164,Africa,2011,Solar energy,0.193776846
8165,Africa,2013,Multiple renewables,2.675756554
8166,Africa,2013,Multiple renewables,0.079663505
8167,Africa,2019,Renewable hydropower,7.28
8168,Africa,2011,Renewable hydropower,0.005720896
8169,Africa,2017,Solar energy,0.838345124
8170,Africa,2019,Renewable hydropower,34.25501
8171,Africa,2008,Renewable hydropower,0.056585874
8172,Africa,2015,Solar energy,0.635764763
8173,Africa,2019,Multiple renewables,0.447778
8174,Africa,2007,Fossil fuels n.e.s.,10.023184
8175,Africa,2009,Nuclear,1.18169e-05
8176,Africa,2019,Solar energy,0.004534
8177,Africa,2016,Multiple renewables,12.18403839
8178,Africa,2011,Bioenergy,0.058708824
8179,Africa,2011,Bioenergy,0.02935477
8180,Africa,2011,Multiple renewables,7.049149529
8181,Africa,2004,Multiple renewables,8.324100995
8182,Africa,2006,Fossil fuels n.e.s.,3.662993169
8183,Africa,2006,Multiple renewables,7.151557372
8184,Africa,2016,Oil,1.354940112
8185,Africa,2016,Renewable hydropower,0.677470056
8186,Africa,2018,Oil,0.78478629
8187,Africa,2018,Renewable hydropower,0.392393145
8188,Africa,2015,Bioenergy,0.031782988
8189,Africa,2014,Multiple renewables,0.010034045
8190,Africa,2014,Multiple renewables,0.021767509
8191,Africa,2014,Multiple renewables,0.005993316
8192,Africa,2017,Multiple renewables,0.011905984
8193,Africa,2018,Multiple renewables,0.278041363
8194,Africa,2003,Multiple renewables,0.513028259
8195,Africa,2004,Multiple renewables,0.062055066
8196,Africa,2005,Multiple renewables,0.064659
8197,Africa,2006,Multiple renewables,0.047174846
8198,Africa,2007,Multiple renewables,0.060815248
8199,Africa,2015,Renewable hydropower,53.21118167
8200,Africa,2018,Geothermal energy,0.028534423
8201,Africa,2020,Multiple renewables,0.840759475
8202,Africa,2000,Renewable hydropower,1.850052877
8203,Africa,2019,Multiple renewables,0.215888
8204,Africa,2019,Solar energy,0.215888
8205,Africa,2020,Multiple renewables,0.005307923
8206,Africa,2020,Solar energy,0.005307923
8207,Africa,2011,Multiple renewables,0.0352776
8208,Africa,2012,Multiple renewables,0.008733414
8209,Africa,2012,Multiple renewables,0.025977695
8210,Africa,2011,Multiple renewables,0.100283929
8211,Africa,2012,Solar energy,0.023907249
8212,Africa,2019,Multiple renewables,0.499081
8213,Africa,2019,Solar energy,0.293716691
8214,Africa,2015,Nuclear,0.112667894
8215,Africa,2012,Solar energy,0.005725508
8216,Africa,2013,Multiple renewables,0.011032867
8217,Africa,2014,Multiple renewables,0.027081067
8218,Africa,2014,Multiple renewables,0.054162134
8219,Africa,2014,Multiple renewables,0.106038625
8220,Africa,2019,Solar energy,0.099879
8221,Africa,2019,Multiple renewables,0.156662
8222,Africa,2019,Multiple renewables,0.145848
8223,Africa,2018,Solar energy,0.014656239
8224,Africa,2017,Renewable hydropower,1.667664017
8225,Africa,2018,Renewable hydropower,15.4964137
8226,Africa,2017,Renewable hydropower,1.511508127
8227,Africa,2010,Multiple renewables,8.922181196
8228,Africa,2011,Multiple renewables,1.269775707
8229,Africa,2013,Multiple renewables,0.043116444
8230,Africa,2013,Renewable hydropower,34.88668633
8231,Africa,2014,Fossil fuels n.e.s.,0.025380376
8232,Africa,2018,Renewable hydropower,1.002736484
8233,Africa,2015,Renewable hydropower,8.950600397
8234,Africa,2015,Fossil fuels n.e.s.,0.025143182
8235,Africa,2019,Solar energy,8.2
8236,Africa,2019,Solar energy,13.57
8237,Africa,2014,Renewable hydropower,0.010832427
8238,Africa,2015,Renewable hydropower,0.733950853
8239,Africa,2019,Renewable hydropower,3.5
8240,Africa,2016,Multiple renewables,0.055949646
8241,Africa,2015,Multiple renewables,0.05129204
8242,Africa,2016,Multiple renewables,0.081884242
8243,Africa,2015,Multiple renewables,0.006089461
8244,Africa,2016,Multiple renewables,0.005521902
8245,Africa,2014,Multiple renewables,0.001297449
8246,Africa,2015,Multiple renewables,0.108535874
8247,Africa,2016,Multiple renewables,0.143109817
8248,Africa,2019,Solar energy,28.4
8249,Africa,2019,Solar energy,1.7
8250,Africa,2019,Solar energy,21.6
8251,Africa,2020,Solar energy,1.581809351
8252,Africa,2014,Multiple renewables,0.25313393
8253,Africa,2017,Multiple renewables,0.040511784
8254,Africa,2017,Solar energy,0.105562401
8255,Africa,2017,Bioenergy,0.031410989
8256,Africa,2012,Renewable hydropower,0.472356668
8257,Africa,2015,Multiple renewables,0.194254988
8258,Africa,2017,Multiple renewables,0.458090971
8259,Africa,2018,Multiple renewables,0.142634972
8260,Africa,2016,Multiple renewables,0.060178014
8261,Africa,2017,Multiple renewables,0.032619462
8262,Africa,2010,Multiple renewables,0.045613095
8263,Africa,2011,Multiple renewables,1.005361275
8264,Africa,2010,Multiple renewables,0.023779932
8265,Africa,2010,Multiple renewables,0.04356238
8266,Africa,2012,Multiple renewables,0.26418097
8267,Africa,2018,Multiple renewables,0.190195267
8268,Africa,2019,Multiple renewables,0.1912
8269,Africa,2014,Renewable hydropower,0.95107937
8270,Africa,2010,Solar energy,6.149659294
8271,Africa,2014,Multiple renewables,0.488602292
8272,Africa,2015,Multiple renewables,0.2552672
8273,Africa,2012,Multiple renewables,0.882745592
8274,Africa,2013,Multiple renewables,0.957492213
8275,Africa,2004,Coal and peat,0.001839576
8276,Africa,2013,Solar energy,0.120423063
8277,Africa,2019,Renewable hydropower,0.318232
8278,Africa,2020,Renewable hydropower,0.534203813
8279,Africa,2009,Multiple renewables,0.070625583
8280,Africa,2006,Fossil fuels n.e.s.,2.811783141
8281,Africa,2000,Fossil fuels n.e.s.,3.72175827
8282,Africa,2000,Multiple renewables,3.72175827
8283,Africa,2000,Fossil fuels n.e.s.,1.270295208
8284,Africa,2000,Multiple renewables,1.270295208
8285,Africa,2004,Fossil fuels n.e.s.,2.861409824
8286,Africa,2005,Fossil fuels n.e.s.,2.393725594
8287,Africa,2019,Solar energy,12.96
8288,Africa,2019,Solar energy,0.54
8289,Africa,2019,Wind energy,3.0
8290,Africa,2019,Solar energy,3.0
8291,Africa,2019,Renewable hydropower,3.0
8292,Africa,2012,Multiple renewables,0.00592796
8396,Africa,2017,Multiple renewables,0.012892205
8397,Africa,2016,Oil,0.672414445
8398,Africa,2017,Solar energy,0.146874076
8399,Africa,2018,Oil,0.0609157
8400,Africa,2016,Solar energy,0.03564861
8401,Africa,2017,Solar energy,0.05605421
8402,Africa,2018,Solar energy,0.133764533
8403,Africa,2019,Multiple renewables,0.078361
8404,Africa,2012,Solar energy,0.016701809
8405,Africa,2019,Solar energy,0.084515
8406,Africa,2013,Solar energy,0.045515268
8407,Africa,2011,Solar energy,0.004489641
8408,Africa,2000,Multiple renewables,0.291886441
8409,Africa,2013,Renewable hydropower,413.3973369
8410,Africa,2016,Fossil fuels n.e.s.,23.26327946
8411,Africa,2014,Fossil fuels n.e.s.,0.046764862
8412,Africa,2014,Renewable hydropower,97.81478032
8413,Africa,2017,Multiple renewables,0.181410094
8414,Africa,2017,Multiple renewables,0.017007676
8415,Africa,2017,Multiple renewables,0.058866738
8416,Africa,2016,Multiple renewables,0.058169464
8417,Africa,2019,Multiple renewables,0.000672
8418,Africa,2002,Solar energy,0.008148313
8419,Africa,2002,Solar energy,0.000873971
8420,Africa,2002,Solar energy,0.00388809
8421,Africa,2018,Solar energy,0.007038282
8422,Africa,2019,Solar energy,0.010062
8423,Africa,2003,Solar energy,0.001960502
8424,Africa,2003,Solar energy,0.000168539
8425,Africa,2003,Solar energy,0.004199837
8426,Africa,2003,Solar energy,0.003360861
8427,Africa,2003,Solar energy,0.001007515
8428,Africa,2003,Solar energy,0.006833255
8429,Africa,2006,Multiple renewables,0.032408174
8430,Africa,2005,Renewable hydropower,0.350583596
8431,Africa,2009,Multiple renewables,0.587294375
8432,Africa,2013,Fossil fuels n.e.s.,0.250214978
8433,Africa,2000,Solar energy,0.493112083
8434,Africa,2011,Solar energy,0.01213828
8435,Africa,2011,Multiple renewables,0.011357114
8436,Africa,2012,Multiple renewables,0.014140829
8437,Africa,2016,Fossil fuels n.e.s.,17.28842714
8438,Africa,2015,Multiple renewables,9.315850945
8439,Africa,2018,Multiple renewables,0.029264681
8440,Africa,2016,Multiple renewables,0.350069623
8441,Africa,2011,Multiple renewables,0.090810911
8442,Africa,2005,Multiple renewables,5.074232676
8443,Africa,2008,Solar energy,0.025442986
8444,Africa,2009,Multiple renewables,0.002230172
8445,Africa,2010,Solar energy,0.01836095
8446,Africa,2014,Solar energy,0.0215977
8447,Africa,2014,Multiple renewables,0.675278795
8448,Africa,2012,Coal and peat,28.69661227
8449,Africa,2016,Solar energy,20.84523249
8450,Africa,2017,Oil,167.2216372
8451,Africa,2017,Oil,5.907444604
8452,Africa,2016,Solar energy,2.303549318
8453,Africa,2018,Solar energy,1.56957258
8454,Africa,2014,Solar energy,1.306782927
8455,Africa,2005,Solar energy,0.422586161
8456,Africa,2017,Solar energy,1.475054331
8457,Africa,2016,Solar energy,0.04090675
8458,Africa,2011,Multiple renewables,0.060208721
8459,Africa,2018,Multiple renewables,0.023269894
8460,Africa,2001,Multiple renewables,0.430542857
8461,Africa,2000,Multiple renewables,1.57589921
8462,Africa,2001,Solar energy,0.117207493
8463,Africa,2006,Multiple renewables,0.401722085
8464,Africa,2001,Solar energy,9.639787323
8465,Africa,2015,Multiple renewables,0.12360064
8466,Africa,2018,Multiple renewables,0.112039034
8467,Africa,2006,Solar energy,6.621175621
8468,Africa,2018,Solar energy,0.08914878
8469,Africa,2020,Solar energy,0.179825625
8470,Africa,2019,Solar energy,0.109296
8471,Africa,2000,Fossil fuels n.e.s.,4.397948893
8472,Africa,2016,Solar energy,0.417822233
8473,Africa,2016,Solar energy,0.300832007
8474,Africa,2016,Solar energy,0.075208002
8475,Africa,2016,Multiple renewables,0.012743578
8476,Africa,2016,Multiple renewables,0.459990825
8477,Africa,2018,Solar energy,0.793222008
8478,Africa,2019,Solar energy,1.843879
8479,Africa,2019,Solar energy,27.226548
8480,Africa,2007,Solar energy,0.022280627
8481,Africa,2007,Solar energy,0.073405727
8482,Africa,2008,Solar energy,0.022162551
8483,Africa,2009,Solar energy,0.0389694
8484,Africa,2017,Solar energy,0.010989061
8485,Africa,2000,Solar energy,1.179011105
8486,Africa,2017,Oil,32.36630993
8487,Africa,2017,Oil,43.0185132
8488,Africa,2019,Oil,36.000015
8489,Africa,2019,Oil,36.000015
8490,Africa,2011,Solar energy,0.055231001
8491,Africa,2019,Solar energy,0.795049
8492,Africa,2017,Solar energy,0.003884413
8493,Africa,2007,Fossil fuels n.e.s.,90.06828617
8494,Africa,2011,Fossil fuels n.e.s.,21.23349038
8495,Africa,2006,Renewable hydropower,24.33273872
8496,Africa,2009,Renewable hydropower,37.80853656
8497,Africa,2013,Solar energy,17.33852758
8498,Africa,2019,Solar energy,14.8
8499,Africa,2016,Solar energy,26.05654061
8500,Africa,2012,Solar energy,0.064188081
8501,Africa,2014,Solar energy,0.080240652
8502,Africa,2012,Solar energy,0.077025554
8503,Africa,2013,Solar energy,0.065013561
8504,Africa,2000,Solar energy,0.024870137
8505,Africa,2018,Multiple renewables,7.199698064
8506,Africa,2018,Multiple renewables,0.217185458
8507,Africa,2017,Multiple renewables,5.55892258
8508,Africa,2004,Wind energy,0.064685019
8509,Africa,2005,Wind energy,0.106616983
8510,Africa,2013,Solar energy,14.43315269
8511,Africa,2018,Renewable hydropower,10.6927132
8512,Africa,2012,Multiple renewables,0.001985386
8539,Africa,2004,Fossil fuels n.e.s.,30.95681784
8540,Africa,2016,Solar energy,0.002300313
8541,Africa,2019,Solar energy,0.006337
8542,Africa,2012,Solar energy,0.003848762
8543,Africa,2017,Multiple renewables,1.02425e-06
8544,Africa,2001,Solar energy,0.081085886
8545,Africa,2008,Fossil fuels n.e.s.,0.100388599
8546,Africa,2014,Wind energy,4.667081881
8547,Africa,2017,Wind energy,18.43650566
8548,Africa,2016,Multiple renewables,52.11308122
8549,Africa,2012,Solar energy,11.27043009
8550,Africa,2011,Solar energy,0.008630763
8551,Africa,2015,Nuclear,0.027898717
8552,Africa,2019,Solar energy,0.099913
8553,Africa,2010,Fossil fuels n.e.s.,3.918179786
8554,Africa,2011,Fossil fuels n.e.s.,96.93549958
8555,Africa,2012,Solar energy,1.88942667
8556,Africa,2012,Solar energy,7.55770668
8557,Africa,2011,Fossil fuels n.e.s.,100.3473079
8558,Africa,2011,Fossil fuels n.e.s.,26.75928192
8559,Africa,2014,Multiple renewables,1.185438798
8560,Africa,2014,Multiple renewables,0.063472314
8561,Africa,2013,Wind energy,46.20087322
8562,Africa,2014,Fossil fuels n.e.s.,98.2543555
